Carrier,Specialty,County,nproviders
Bright,016 Gynecology (OB/GYN),Grand,8
Bright,017 Infectious Diseases,Broomfield,8
Bright,017 Infectious Diseases,Denver,8
Bright,018 Nephrology,Douglas,8
Bright,020 Neurological Surgery,Jefferson,8
Bright,022 Radiation Oncology,Arapahoe,8
Bright,023 Ophthalmology,DOUGLAS,8
Bright,028 Podiatry,Douglas,8
Bright,031 Rheumatology,El Paso,8
Bright,005 Primary Care - Physician Assistant,Garfield,7
Bright,006 Primary Care - Nurse Practitioner,Summit,7
Bright,008 Cardiovascular Disease,Jefferson,7
Bright,010 Chiropracty,LA PLATA,7
Bright,014 Gastroenterology,Broomfield,7
Bright,015 General Surgery,Boulder,7
Bright,016 Gynecology (OB/GYN),Summit,7
Bright,018 Nephrology,Alamosa,7
Bright,018 Nephrology,El Paso,7
Bright,020 Neurological Surgery,El Paso,7
Bright,021 Medical Oncology & Surgical Oncology,Jefferson,7
Bright,025 Orthopedic Surgery,Summit,7
Bright,034 Vascular Surgery,Denver,7
Bright,035 Cardiothoracic Surgery,El Paso,7
Bright,035 Cardiothoracic Surgery,Pueblo,7
Bright,101 Pediatrics - Routine/Primary Care,Boulder,7
Bright,101 Pediatrics - Routine/Primary Care,La Plata,7
Bright,002 Family Medicine,Teller,6
Bright,003 Internal Medicine,Boulder,6
Bright,003 Internal Medicine,Fremont,6
Bright,005 Primary Care - Physician Assistant,Boulder,6
Bright,005 Primary Care - Physician Assistant,Douglas,6
Bright,006 Primary Care - Nurse Practitioner,Mesa,6
Bright,007 Allergy and Immunology,Adams,6
Bright,007 Allergy and Immunology,Denver,6
Bright,008 Cardiovascular Disease,Adams,6
Bright,010 Chiropracty,BROOMFIELD,6
Bright,011 Dermatology,Denver,6
Bright,012 Endocrinology,Boulder,6
Bright,014 Gastroenterology,Adams,6
Bright,014 Gastroenterology,Denver,6
Bright,015 General Surgery,Denver,6
Bright,016 Gynecology (OB/GYN),Broomfield,6
Bright,016 Gynecology (OB/GYN),Chaffee,6
Bright,016 Gynecology (OB/GYN),Montezuma,6
Bright,016 Gynecology (OB/GYN),Routt,6
Bright,018 Nephrology,Boulder,6
Bright,020 Neurological Surgery,Boulder,6
Bright,020 Neurological Surgery,Douglas,6
Bright,023 Ophthalmology,BOULDER,6
Bright,023 Ophthalmology,Jefferson,6
Bright,023 Ophthalmology,WELD,6
Bright,030 Pulmonology,Jefferson,6
Bright,030 Pulmonology,La Plata,6
Bright,031 Rheumatology,Jefferson,6
Bright,033 Urology,Boulder,6
Bright,035 Cardiothoracic Surgery,Denver,6
Bright,035 Cardiothoracic Surgery,Jefferson,6
Bright,101 Pediatrics - Routine/Primary Care,Weld,6
Bright,002 Family Medicine,Routt,5
Bright,003 Internal Medicine,La Plata,5
Bright,005 Primary Care - Physician Assistant,La Plata,5
Bright,005 Primary Care - Physician Assistant,Summit,5
Bright,006 Primary Care - Nurse Practitioner,Denver,5
Bright,006 Primary Care - Nurse Practitioner,Teller,5
Bright,008 Cardiovascular Disease,Boulder,5
Bright,008 Cardiovascular Disease,La Plata,5
Bright,008 Cardiovascular Disease,Summit,5
Bright,010 Chiropracty,FREMONT,5
Bright,013 ENT/Otolaryngology,Broomfield,5
Bright,015 General Surgery,Broomfield,5
Bright,022 Radiation Oncology,Douglas,5
Bright,023 Ophthalmology,Pueblo,5
Bright,026 Physical Medicine & Rehabilitation,Arapahoe,5
Bright,026 Physical Medicine & Rehabilitation,Jefferson,5
Bright,031 Rheumatology,Broomfield,5
Bright,033 Urology,Jefferson,5
Bright,034 Vascular Surgery,El Paso,5
Bright,000 OTHER,Weld,4
Bright,002 Family Medicine,Montezuma,4
Bright,002 Family Medicine,Morgan,4
Bright,006 Primary Care - Nurse Practitioner,Fremont,4
Bright,006 Primary Care - Nurse Practitioner,Grand,4
Bright,006 Primary Care - Nurse Practitioner,Larimer,4
Bright,007 Allergy and Immunology,Pueblo,4
Bright,008 Cardiovascular Disease,Grand,4
Bright,011 Dermatology,Pueblo,4
Bright,014 Gastroenterology,Garfield,4
Bright,015 General Surgery,Adams,4
Bright,015 General Surgery,La Plata,4
Bright,021 Medical Oncology & Surgical Oncology,La Plata,4
Bright,021 Medical Oncology & Surgical Oncology,Pueblo,4
Bright,022 Radiation Oncology,Boulder,4
Bright,025 Orthopedic Surgery,La Plata,4
Bright,025 Orthopedic Surgery,Pueblo,4
Bright,026 Physical Medicine & Rehabilitation,Boulder,4
Bright,026 Physical Medicine & Rehabilitation,Denver,4
Bright,026 Physical Medicine & Rehabilitation,Pueblo,4
Bright,028 Podiatry,Arapahoe,4
Bright,028 Podiatry,Boulder,4
Bright,028 Podiatry,El Paso,4
Bright,034 Vascular Surgery,Pueblo,4
Bright,035 Cardiothoracic Surgery,Arapahoe,4
Bright,101 Pediatrics - Routine/Primary Care,Fremont,4
Bright,102 Licensed Clinical Social Workers,Broomfield,4
Bright,000 OTHER,Conejos,3
Bright,000 OTHER,Garfield,3
Bright,000 OTHER,Rio Grande,3
Bright,004 Geriatrics,Adams,3
Bright,005 Primary Care - Physician Assistant,Denver,3
Bright,005 Primary Care - Physician Assistant,Grand,3
Bright,005 Primary Care - Physician Assistant,Routt,3
Bright,006 Primary Care - Nurse Practitioner,Alamosa,3
Bright,006 Primary Care - Nurse Practitioner,Eagle,3
Bright,007 Allergy and Immunology,Douglas,3
Bright,007 Allergy and Immunology,Fremont,3
Bright,010 Chiropracty,TELLER,3
Bright,011 Dermatology,Boulder,3
Bright,012 Endocrinology,Denver,3
Bright,012 Endocrinology,Larimer,3
Bright,014 Gastroenterology,Boulder,3
Bright,014 Gastroenterology,Pueblo,3
Bright,015 General Surgery,Pueblo,3
Bright,016 Gynecology (OB/GYN),Fremont,3
Bright,018 Nephrology,La Plata,3
Bright,019 Neurology,Denver,3
Bright,021 Medical Oncology & Surgical Oncology,Adams,3
Bright,021 Medical Oncology & Surgical Oncology,Summit,3
Bright,022 Radiation Oncology,Denver,3
Bright,022 Radiation Oncology,El Paso,3
Bright,023 Ophthalmology,Denver,3
Bright,023 Ophthalmology,Douglas,3
Bright,025 Orthopedic Surgery,Fremont,3
Bright,027 Plastic Surgery,Boulder,3
Bright,027 Plastic Surgery,El Paso,3
Bright,028 Podiatry,Grand,3
Bright,028 Podiatry,Weld,3
Bright,029 Psychiatry,Douglas,3
Bright,029 Psychiatry,Summit,3
Bright,033 Urology,Broomfield,3
Bright,033 Urology,Denver,3
Bright,033 Urology,Pueblo,3
Bright,101 Pediatrics - Routine/Primary Care,Summit,3
Bright,000 OTHER,Larimer,2
Bright,000 OTHER,Montezuma,2
Bright,000 OTHER,Routt,2
Bright,002 Family Medicine,Elbert,2
Bright,002 Family Medicine,Lake,2
Bright,002 Family Medicine,Lincoln,2
Bright,002 Family Medicine,Mesa,2
Bright,002 Family Medicine,Saguache,2
Bright,003 Internal Medicine,Adams,2
Bright,005 Primary Care - Physician Assistant,Montrose,2
Bright,005 Primary Care - Physician Assistant,Rio Grande,2
Bright,005 Primary Care - Physician Assistant,Weld,2
Bright,006 Primary Care - Nurse Practitioner,Garfield,2
Bright,006 Primary Care - Nurse Practitioner,Lake,2
Bright,006 Primary Care - Nurse Practitioner,Lincoln,2
Bright,008 Cardiovascular Disease,Lake,2
Bright,010 Chiropracty,MORGAN,2
Bright,011 Dermatology,Adams,2
Bright,011 Dermatology,Broomfield,2
Bright,011 Dermatology,Fremont,2
Bright,011 Dermatology,Garfield,2
Bright,012 Endocrinology,Jefferson,2
Bright,013 ENT/Otolaryngology,Boulder,2
Bright,013 ENT/Otolaryngology,Pueblo,2
Bright,013 ENT/Otolaryngology,Summit,2
Bright,014 Gastroenterology,La Plata,2
Bright,015 General Surgery,Chaffee,2
Bright,015 General Surgery,Fremont,2
Bright,019 Neurology,Boulder,2
Bright,019 Neurology,Broomfield,2
Bright,019 Neurology,La Plata,2
Bright,020 Neurological Surgery,Broomfield,2
Bright,021 Medical Oncology & Surgical Oncology,Kit Carson,2
Bright,022 Radiation Oncology,La Plata,2
Bright,026 Physical Medicine & Rehabilitation,Adams,2
Bright,026 Physical Medicine & Rehabilitation,Eagle,2
Bright,027 Plastic Surgery,Arapahoe,2
Bright,027 Plastic Surgery,Denver,2
Bright,028 Podiatry,Eagle,2
Bright,028 Podiatry,Summit,2
Bright,029 Psychiatry,Broomfield,2
Bright,030 Pulmonology,Douglas,2
Bright,031 Rheumatology,La Plata,2
Bright,033 Urology,La Plata,2
Bright,033 Urology,Moffat,2
Bright,033 Urology,Routt,2
Bright,033 Urology,Summit,2
Bright,035 Cardiothoracic Surgery,La Plata,2
Bright,035 Cardiothoracic Surgery,Summit,2
Bright,101 Pediatrics - Routine/Primary Care,Alamosa,2
Bright,102 Licensed Clinical Social Workers,Summit,2
Bright,103 Psychology,Summit,2
Bright,000 OTHER,ARAPAHOE,1
Bright,000 OTHER,Elbert,1
Bright,000 OTHER,Lake,1
Bright,000 OTHER,Prowers,1
Bright,002 Family Medicine,Chaffee,1
Bright,002 Family Medicine,Conejos,1
Bright,002 Family Medicine,Costilla,1
Bright,002 Family Medicine,Eagle,1
Bright,002 Family Medicine,Jackson,1
Bright,002 Family Medicine,Logan,1
Bright,002 Family Medicine,Prowers,1
Bright,003 Internal Medicine,Alamosa,1
Bright,003 Internal Medicine,Broomfield,1
Bright,003 Internal Medicine,Garfield,1
Bright,003 Internal Medicine,Larimer,1
Bright,003 Internal Medicine,Pueblo,1
Bright,003 Internal Medicine,Rio Grande,1
Bright,003 Internal Medicine,Summit,1
Bright,004 Geriatrics,Alamosa,1
Bright,004 Geriatrics,El Paso,1
Bright,005 Primary Care - Physician Assistant,Alamosa,1
Bright,005 Primary Care - Physician Assistant,Conejos,1
Bright,005 Primary Care - Physician Assistant,Eagle,1
Bright,005 Primary Care - Physician Assistant,Fremont,1
Bright,005 Primary Care - Physician Assistant,Jackson,1
Bright,005 Primary Care - Physician Assistant,Lake,1
Bright,005 Primary Care - Physician Assistant,Larimer,1
Bright,005 Primary Care - Physician Assistant,Teller,1
Bright,006 Primary Care - Nurse Practitioner,Conejos,1
Bright,006 Primary Care - Nurse Practitioner,Mineral,1
Bright,006 Primary Care - Nurse Practitioner,Montrose,1
Bright,006 Primary Care - Nurse Practitioner,Rio Grande,1
Bright,006 Primary Care - Nurse Practitioner,Routt,1
Bright,007 Allergy and Immunology,Broomfield,1
Bright,007 Allergy and Immunology,Larimer,1
Bright,008 Cardiovascular Disease,Alamosa,1
Bright,008 Cardiovascular Disease,Sherman,1
Bright,010 Chiropracty,Alamosa,1
Bright,010 Chiropracty,ALAMOSA,1
Bright,010 Chiropracty,ARCHULETA,1
Bright,010 Chiropracty,CHAFFEE,1
Bright,010 Chiropracty,EAGLE,1
Bright,010 Chiropracty,KIT CARSON,1
Bright,010 Chiropracty,LAS ANIMAS,1
Bright,010 Chiropracty,MOFFAT,1
Bright,010 Chiropracty,MONTROSE,1
Bright,010 Chiropracty,Rio Grande,1
Bright,010 Chiropracty,SUMMIT,1
Bright,011 Dermatology,Eagle,1
Bright,011 Dermatology,Teller,1
Bright,012 Endocrinology,EL PASO,1
Bright,012 Endocrinology,La Plata,1
Bright,012 Endocrinology,Summit,1
Bright,013 ENT/Otolaryngology,Adams,1
Bright,013 ENT/Otolaryngology,Alamosa,1
Bright,015 General Surgery,Alamosa,1
Bright,015 General Surgery,EL PASO,1
Bright,015 General Surgery,Sherman,1
Bright,016 Gynecology (OB/GYN),Montrose,1
Bright,017 Infectious Diseases,La Plata,1
Bright,019 Neurology,Alamosa,1
Bright,019 Neurology,Summit,1
Bright,020 Neurological Surgery,Adams,1
Bright,022 Radiation Oncology,Adams,1
Bright,023 Ophthalmology,Adams,1
Bright,023 Ophthalmology,Garfield,1
Bright,023 Ophthalmology,La Plata,1
Bright,023 Ophthalmology,Teller,1
Bright,025 Orthopedic Surgery,Broomfield,1
Bright,025 Orthopedic Surgery,Phillips,1
Bright,025 Orthopedic Surgery,Rio Grande,1
Bright,025 Orthopedic Surgery,Weld,1
Bright,026 Physical Medicine & Rehabilitation,Alamosa,1
Bright,026 Physical Medicine & Rehabilitation,Broomfield,1
Bright,026 Physical Medicine & Rehabilitation,La Plata,1
Bright,026 Physical Medicine & Rehabilitation,Summit,1
Bright,027 Plastic Surgery,Douglas,1
Bright,027 Plastic Surgery,Jefferson,1
Bright,028 Podiatry,La Plata,1
Bright,028 Podiatry,Pueblo,1
Bright,030 Pulmonology,Boulder,1
Bright,030 Pulmonology,EL PASO,1
Bright,031 Rheumatology,Douglas,1
Bright,033 Urology,Fremont,1
Bright,034 Vascular Surgery,Jefferson,1
Bright,035 Cardiothoracic Surgery,Sherman,1
Bright,101 Pediatrics - Routine/Primary Care,DOUGLAS,1
Bright,101 Pediatrics - Routine/Primary Care,Larimer,1
Bright,101 Pediatrics - Routine/Primary Care,Otero,1
Bright,101 Pediatrics - Routine/Primary Care,Prowers,1
Bright,101 Pediatrics - Routine/Primary Care,Pueblo,1
Bright,101 Pediatrics - Routine/Primary Care,Teller,1
Bright,102 Licensed Clinical Social Workers,Alamosa,1
Bright,102 Licensed Clinical Social Workers,Douglas,1
Bright,102 Licensed Clinical Social Workers,La Plata,1
Bright,102 Licensed Clinical Social Workers,Lincoln,1
Bright,102 Licensed Clinical Social Workers,Pueblo,1
Bright,103 Psychology,Larimer,1
Bright,103 Psychology,Pueblo,1
Cigna,000 OTHER,DENVER,1576
Cigna,000 OTHER,JEFFERSON,1066
Cigna,000 OTHER,ARAPAHOE,1006
Cigna,000 OTHER,BOULDER,777
Cigna,103 Psychology,ARAPAHOE,681
Cigna,000 OTHER,ADAMS,530
Cigna,000 OTHER,DOUGLAS,517
Cigna,103 Psychology,EL PASO,433
Cigna,103 Psychology,BOULDER,399
Cigna,103 Psychology,ADAMS,376
Cigna,103 Psychology,DENVER,366
Cigna,000 OTHER,EL PASO,356
Cigna,103 Psychology,JEFFERSON,312
Cigna,003 Internal Medicine,DENVER,280
Cigna,102 Licensed Clinical Social Workers,ARAPAHOE,277
Cigna,008 Cardiovascular Disease,DENVER,249
Cigna,103 Psychology,LARIMER,243
Cigna,005 Primary Care - Physician Assistant,DENVER,242
Cigna,102 Licensed Clinical Social Workers,DENVER,230
Cigna,016 Gynecology (OB/GYN),DENVER,198
Cigna,000 OTHER,LARIMER,193
Cigna,003 Internal Medicine,ARAPAHOE,189
Cigna,006 Primary Care - Nurse Practitioner,DENVER,181
Cigna,102 Licensed Clinical Social Workers,BOULDER,181
Cigna,102 Licensed Clinical Social Workers,JEFFERSON,174
Cigna,003 Internal Medicine,JEFFERSON,172
Cigna,000 OTHER,BROOMFIELD,166
Cigna,002 Family Medicine,DENVER,157
Cigna,103 Psychology,WELD,155
Cigna,002 Family Medicine,JEFFERSON,154
Cigna,029 Psychiatry,DENVER,142
Cigna,005 Primary Care - Physician Assistant,ARAPAHOE,141
Cigna,006 Primary Care - Nurse Practitioner,ARAPAHOE,141
Cigna,000 OTHER,WELD,140
Cigna,014 Gastroenterology,DENVER,138
Cigna,029 Psychiatry,ADAMS,135
Cigna,014 Gastroenterology,ARAPAHOE,127
Cigna,005 Primary Care - Physician Assistant,JEFFERSON,124
Cigna,008 Cardiovascular Disease,DOUGLAS,124
Cigna,102 Licensed Clinical Social Workers,EL PASO,119
Cigna,003 Internal Medicine,BOULDER,111
Cigna,026 Physical Medicine & Rehabilitation,BOULDER,109
Cigna,002 Family Medicine,ARAPAHOE,104
Cigna,014 Gastroenterology,JEFFERSON,104
Cigna,102 Licensed Clinical Social Workers,ADAMS,104
Cigna,101 Pediatrics - Routine/Primary Care,DENVER,103
Cigna,029 Psychiatry,ARAPAHOE,101
Cigna,102 Licensed Clinical Social Workers,LARIMER,101
Cigna,016 Gynecology (OB/GYN),JEFFERSON,99
Cigna,015 General Surgery,DENVER,93
Cigna,002 Family Medicine,BOULDER,89
Cigna,025 Orthopedic Surgery,BOULDER,89
Cigna,103 Psychology,DOUGLAS,88
Cigna,006 Primary Care - Nurse Practitioner,JEFFERSON,85
Cigna,008 Cardiovascular Disease,ARAPAHOE,85
Cigna,016 Gynecology (OB/GYN),ARAPAHOE,85
Cigna,014 Gastroenterology,DOUGLAS,81
Cigna,103 Psychology,MESA,80
Cigna,010 Chiropracty,JEFFERSON,77
Cigna,026 Physical Medicine & Rehabilitation,JEFFERSON,76
Cigna,006 Primary Care - Nurse Practitioner,DOUGLAS,75
Cigna,014 Gastroenterology,ADAMS,73
Cigna,010 Chiropracty,ARAPAHOE,72
Cigna,015 General Surgery,ARAPAHOE,71
Cigna,023 Ophthalmology,DENVER,69
Cigna,005 Primary Care - Physician Assistant,BOULDER,67
Cigna,015 General Surgery,JEFFERSON,67
Cigna,019 Neurology,ARAPAHOE,65
Cigna,014 Gastroenterology,BOULDER,63
Cigna,016 Gynecology (OB/GYN),DOUGLAS,62
Cigna,008 Cardiovascular Disease,JEFFERSON,61
Cigna,025 Orthopedic Surgery,DENVER,61
Cigna,002 Family Medicine,DOUGLAS,60
Cigna,005 Primary Care - Physician Assistant,ADAMS,59
Cigna,003 Internal Medicine,ADAMS,58
Cigna,003 Internal Medicine,DOUGLAS,58
Cigna,006 Primary Care - Nurse Practitioner,ADAMS,56
Cigna,030 Pulmonology,DENVER,56
Cigna,002 Family Medicine,ADAMS,54
Cigna,016 Gynecology (OB/GYN),ADAMS,54
Cigna,026 Physical Medicine & Rehabilitation,ARAPAHOE,54
Cigna,029 Psychiatry,BOULDER,54
Cigna,029 Psychiatry,EL PASO,54
Cigna,010 Chiropracty,BOULDER,53
Cigna,026 Physical Medicine & Rehabilitation,DENVER,53
Cigna,000 OTHER,EAGLE,51
Cigna, 003 Internal Medicine,JEFFERSON,50
Cigna, 101 Pediatrics - Routine/Primary Care,DENVER,50
Cigna,023 Ophthalmology,JEFFERSON,50
Cigna,005 Primary Care - Physician Assistant,DOUGLAS,48
Cigna,007 Allergy and Immunology,DENVER,47
Cigna,029 Psychiatry,JEFFERSON,46
Cigna,010 Chiropracty,DENVER,45
Cigna,021 Medical Oncology & Surgical Oncology,DENVER,44
Cigna, 030 Pulmonology,DENVER,43
Cigna,010 Chiropracty,DOUGLAS,43
Cigna,045 Surgical Services (Ambulatory Surgical Centers and Outpatient Hospital),DENVER,43
Cigna,102 Licensed Clinical Social Workers,WELD,43
Cigna,000 OTHER,MESA,40
Cigna,008 Cardiovascular Disease,BOULDER,40
Cigna,025 Orthopedic Surgery,JEFFERSON,40
Cigna,016 Gynecology (OB/GYN),BOULDER,39
Cigna,000 OTHER,MORGAN,38
Cigna,002 Family Medicine,BROOMFIELD,38
Cigna,015 General Surgery,DOUGLAS,38
Cigna,025 Orthopedic Surgery,ARAPAHOE,38
Cigna, 003 Internal Medicine,DOUGLAS,37
Cigna,006 Primary Care - Nurse Practitioner,BOULDER,37
Cigna,103 Psychology,MORGAN,37
Cigna, 008 Cardiovascular Disease,DENVER,35
Cigna, 008 Cardiovascular Disease,JEFFERSON,35
Cigna,101 Pediatrics - Routine/Primary Care,DOUGLAS,35
Cigna,023 Ophthalmology,ARAPAHOE,34
Cigna,103 Psychology,YUMA,34
Cigna,007 Allergy and Immunology,ARAPAHOE,33
Cigna,014 Gastroenterology,BROOMFIELD,33
Cigna,018 Nephrology,DENVER,31
Cigna,101 Pediatrics - Routine/Primary Care,BOULDER,31
Cigna, 030 Pulmonology,BOULDER,30
Cigna, 030 Pulmonology,DOUGLAS,30
Cigna, 008 Cardiovascular Disease,BOULDER,29
Cigna,008 Cardiovascular Disease,ADAMS,29
Cigna,021 Medical Oncology & Surgical Oncology,ARAPAHOE,29
Cigna,025 Orthopedic Surgery,DOUGLAS,29
Cigna, 003 Internal Medicine,DENVER,28
Cigna,000 OTHER,PUEBLO,28
Cigna,006 Primary Care - Nurse Practitioner,EL PASO,28
Cigna,017 Infectious Diseases,DENVER,28
Cigna,033 Urology,DENVER,28
Cigna,019 Neurology,DENVER,27
Cigna,028 Podiatry,DOUGLAS,27
Cigna,103 Psychology,PUEBLO,27
Cigna,007 Allergy and Immunology,JEFFERSON,26
Cigna,010 Chiropracty,ADAMS,26
Cigna,028 Podiatry,DENVER,26
Cigna,102 Licensed Clinical Social Workers,MESA,26
Cigna,000 OTHER,SUMMIT,25
Cigna,019 Neurology,JEFFERSON,25
Cigna,101 Pediatrics - Routine/Primary Care,ARAPAHOE,25
Cigna,102 Licensed Clinical Social Workers,LA PLATA,25
Cigna, 030 Pulmonology,ARAPAHOE,24
Cigna,013 ENT/Otolaryngology,DENVER,24
Cigna,015 General Surgery,BOULDER,24
Cigna,029 Psychiatry,LARIMER,24
Cigna,045 Surgical Services (Ambulatory Surgical Centers and Outpatient Hospital),ARAPAHOE,24
Cigna,103 Psychology,EAGLE,24
Cigna,000 OTHER,YUMA,23
Cigna,016 Gynecology (OB/GYN),LARIMER,23
Cigna,018 Nephrology,JEFFERSON,23
Cigna,033 Urology,ARAPAHOE,23
Cigna,102 Licensed Clinical Social Workers,DOUGLAS,23
Cigna,008 Cardiovascular Disease,EL PASO,22
Cigna,014 Gastroenterology,EAGLE,22
Cigna,014 Gastroenterology,SUMMIT,22
Cigna,103 Psychology,LOGAN,22
Cigna,021 Medical Oncology & Surgical Oncology,BOULDER,21
Cigna,026 Physical Medicine & Rehabilitation,ADAMS,21
Cigna,103 Psychology,LA PLATA,21
Cigna,028 Podiatry,ARAPAHOE,20
Cigna, 003 Internal Medicine,BOULDER,19
Cigna,007 Allergy and Immunology,DOUGLAS,19
Cigna,028 Podiatry,JEFFERSON,19
Cigna,101 Pediatrics - Routine/Primary Care,ADAMS,19
Cigna,101 Pediatrics - Routine/Primary Care,JEFFERSON,19
Cigna,102 Licensed Clinical Social Workers,PUEBLO,19
Cigna, 021 Medical Oncology & Surgical Oncology,DENVER,18
Cigna, 101 Pediatrics - Routine/Primary Care,ARAPAHOE,18
Cigna,005 Primary Care - Physician Assistant,BROOMFIELD,18
Cigna,013 ENT/Otolaryngology,JEFFERSON,18
Cigna,021 Medical Oncology & Surgical Oncology,DOUGLAS,18
Cigna,045 Surgical Services (Ambulatory Surgical Centers and Outpatient Hospital),DOUGLAS,18
Cigna,103 Psychology,CHAFFEE,18
Cigna,103 Psychology,ELBERT,18
Cigna,103 Psychology,LINCOLN,18
Cigna, 021 Medical Oncology & Surgical Oncology,BOULDER,17
Cigna, 026 Physical Medicine & Rehabilitation,ARAPAHOE,17
Cigna, 030 Pulmonology,JEFFERSON,17
Cigna,013 ENT/Otolaryngology,DOUGLAS,17
Cigna,022 Radiation Oncology,DENVER,17
Cigna,023 Ophthalmology,DOUGLAS,17
Cigna,030 Pulmonology,ARAPAHOE,17
Cigna,033 Urology,DOUGLAS,17
Cigna,103 Psychology,WASHINGTON,17
Cigna,007 Allergy and Immunology,ADAMS,16
Cigna,019 Neurology,BOULDER,16
Cigna,025 Orthopedic Surgery,BROOMFIELD,16
Cigna,027 Plastic Surgery,DENVER,16
Cigna,103 Psychology,CHEYENNE,16
Cigna,103 Psychology,KIT CARSON,16
Cigna,103 Psychology,PHILLIPS,16
Cigna,103 Psychology,SEDGWICK,16
Cigna, 014 Gastroenterology,JEFFERSON,15
Cigna,000 OTHER,LOGAN,15
Cigna,008 Cardiovascular Disease,EAGLE,15
Cigna,011 Dermatology,ARAPAHOE,15
Cigna,022 Radiation Oncology,ARAPAHOE,15
Cigna,029 Psychiatry,PUEBLO,15
Cigna,029 Psychiatry,WELD,15
Cigna,030 Pulmonology,BOULDER,15
Cigna,103 Psychology,GARFIELD,15
Cigna, 030 Pulmonology,ADAMS,14
Cigna,011 Dermatology,DENVER,14
Cigna,017 Infectious Diseases,ARAPAHOE,14
Cigna,019 Neurology,DOUGLAS,14
Cigna,031 Rheumatology,DENVER,14
Cigna,045 Surgical Services (Ambulatory Surgical Centers and Outpatient Hospital),BOULDER,14
Cigna, 049 Physical Therapy (individual physical therapists providing care in Free-standing; hospital outpatient and ambulatory health care facilities),DENVER,13
Cigna,000 OTHER,ARCHULETA,13
Cigna,000 OTHER,FREMONT,13
Cigna,013 ENT/Otolaryngology,ARAPAHOE,13
Cigna,015 General Surgery,ADAMS,13
Cigna,018 Nephrology,ARAPAHOE,13
Cigna,031 Rheumatology,BOULDER,13
Cigna,031 Rheumatology,DOUGLAS,13
Cigna,103 Psychology,TELLER,13
Cigna, 008 Cardiovascular Disease,ADAMS,12
Cigna, 014 Gastroenterology,ARAPAHOE,12
Cigna,002 Family Medicine,EL PASO,12
Cigna,011 Dermatology,BOULDER,12
Cigna,012 Endocrinology,ARAPAHOE,12
Cigna,013 ENT/Otolaryngology,ADAMS,12
Cigna,016 Gynecology (OB/GYN),EAGLE,12
Cigna,016 Gynecology (OB/GYN),EL PASO,12
Cigna,018 Nephrology,BOULDER,12
Cigna,023 Ophthalmology,BOULDER,12
Cigna,025 Orthopedic Surgery,ADAMS,12
Cigna,026 Physical Medicine & Rehabilitation,BROOMFIELD,12
Cigna,026 Physical Medicine & Rehabilitation,DOUGLAS,12
Cigna,028 Podiatry,BOULDER,12
Cigna,034 Vascular Surgery,DENVER,12
Cigna, 003 Internal Medicine,ARAPAHOE,11
Cigna, 018 Nephrology,DENVER,11
Cigna, 021 Medical Oncology & Surgical Oncology,JEFFERSON,11
Cigna, 026 Physical Medicine & Rehabilitation,DENVER,11
Cigna, 101 Pediatrics - Routine/Primary Care,ADAMS,11
Cigna,000 OTHER,GARFIELD,11
Cigna,000 OTHER,PROWERS,11
Cigna,005 Primary Care - Physician Assistant,SUMMIT,11
Cigna,007 Allergy and Immunology,BOULDER,11
Cigna,007 Allergy and Immunology,BROOMFIELD,11
Cigna,014 Gastroenterology,GARFIELD,11
Cigna,014 Gastroenterology,KIT CARSON,11
Cigna,014 Gastroenterology,PUEBLO,11
Cigna,017 Infectious Diseases,BOULDER,11
Cigna,021 Medical Oncology & Surgical Oncology,ADAMS,11
Cigna,021 Medical Oncology & Surgical Oncology,JEFFERSON,11
Cigna,023 Ophthalmology,LARIMER,11
Cigna,026 Physical Medicine & Rehabilitation,WELD,11
Cigna,028 Podiatry,ADAMS,11
Cigna,029 Psychiatry,LA PLATA,11
Cigna,049 Physical Therapy (individual physical therapists providing care in Free-standing; hospital outpatient and ambulatory health care facilities),ARAPAHOE,11
Cigna,049 Physical Therapy (individual physical therapists providing care in Free-standing; hospital outpatient and ambulatory health care facilities),BOULDER,11
Cigna, 004 Geriatrics,DENVER,10
Cigna, 004 Geriatrics,JEFFERSON,10
Cigna, 025 Orthopedic Surgery,DENVER,10
Cigna,006 Primary Care - Nurse Practitioner,EAGLE,10
Cigna,006 Primary Care - Nurse Practitioner,SUMMIT,10
Cigna,008 Cardiovascular Disease,BACA,10
Cigna,008 Cardiovascular Disease,RIO GRANDE,10
Cigna,011 Dermatology,DOUGLAS,10
Cigna,018 Nephrology,ADAMS,10
Cigna,041 Cardiac Surgery Program,DOUGLAS,10
Cigna,045 Surgical Services (Ambulatory Surgical Centers and Outpatient Hospital),JEFFERSON,10
Cigna,101 Pediatrics - Routine/Primary Care,MORGAN,10
Cigna,102 Licensed Clinical Social Workers,GARFIELD,10
Cigna, 004 Geriatrics,ADAMS,9
Cigna, 008 Cardiovascular Disease,ARAPAHOE,9
Cigna, 026 Physical Medicine & Rehabilitation,ADAMS,9
Cigna, 034 Vascular Surgery,DENVER,9
Cigna,000 OTHER,LA PLATA,9
Cigna,003 Internal Medicine,BROOMFIELD,9
Cigna,006 Primary Care - Nurse Practitioner,BROOMFIELD,9
Cigna,010 Chiropracty,BROOMFIELD,9
Cigna,012 Endocrinology,DENVER,9
Cigna,013 ENT/Otolaryngology,BOULDER,9
Cigna,015 General Surgery,CHAFFEE,9
Cigna,022 Radiation Oncology,BOULDER,9
